Dino Number,Image,Classification,Level,Breeding Charges,Trait Count,Background,Body,Face,Headwear,Eyes,Clothes,Accessory
5911,https://img.dapperdinos.com/dinos/tGCtfK7917IfWTP.png,OG,5,5,7,Crisp Green,Green,Toothy Smile,Short Hair Blonde,Happy Lashes,Varsity Jacket,Monocle
5912,https://img.dapperdinos.com/dinos/cwr4Rnq1fVSTX90.png,OG,5,5,7,Crisp Green,Charcoal,Happy,Short Hair Blonde,Chill,Polo Tiger,Nosehorn Gold
5913,https://img.dapperdinos.com/dinos/KBm2TMyhjXvpKTj.png,OG,5,5,7,Crisp Green,Blue,Happy,Long Hair Red,Chill Lashes,Tshirt Black,Sunglasses
5914,https://img.dapperdinos.com/dinos/Ogf1LMCM08tshQE.png,OG,5,5,7,Fly Magenta,Grey,Unimpressed,Halo,Chill Lashes,Hoodie Grey,Sunglasses White
5915,https://img.dapperdinos.com/dinos/y1xmZdBLOsMroEJ.png,OG,5,5,7,Snazzy Orange,Yellow Spotted,Tongue,Sombrero,Mask Happy,Tshirt Camo,Monocle
5916,https://img.dapperdinos.com/dinos/41MZV3PFqsvpS72.png,OG,5,5,7,Elegant Red,Green,Derpy,Jiangshi,Mask Dead,Rosies Denim,Nosehorn
5917,https://img.dapperdinos.com/dinos/yIB8rYSyfyivGY2.png,OG,5,5,6,Spiffy Blue,Blue,Happy,Fro,Mask Happy,Scarf,<none>
5918,https://img.dapperdinos.com/dinos/qkG1VRTWJXH84ON.png,OG,5,5,7,Crisp Green,Green,Happy,Dino Helmet Bonehead,Blush,Polo Teal,Sunglasses
5919,https://img.dapperdinos.com/dinos/DTCxO9YVOa3zsN3.png,OG,5,5,6,Crisp Green,Blue,Two Tooth,Tophat,Blush,Turtleneck,<none>
5920,https://img.dapperdinos.com/dinos/9RVlerBoHgMeDFH.png,OG,5,5,6,Spiffy Blue,Blue,Derpy,Fedora,Hearts,Polo Tiger,<none>
5921,https://img.dapperdinos.com/dinos/YlOWaImOAUafnNf.png,OG,5,5,7,Elegant Red,Teal,Derpy,Digger Hat,Mask Dead,Tiedye,Nosehorn
5922,https://img.dapperdinos.com/dinos/WZA4OIgvG23S320.png,OG,5,5,7,Snazzy Orange,Yellow,Unimpressed,Crown,Popped Dead,Polo Teal,Wheat
5923,https://img.dapperdinos.com/dinos/dtmJAJsEYNybBpl.png,OG,5,5,6,Fly Magenta,Grey,Unimpressed,Unicorn Rainbow,Chill Lashes,<none>,Sunglasses White
5924,https://img.dapperdinos.com/dinos/Vp04OgK96abiGP5.png,OG,5,5,7,Crisp Green,Blue,Happy,Cap Neon,Blush,Ascot,Nosehorn Gold
5925,https://img.dapperdinos.com/dinos/VypEZoym5gUyl0u.png,OG,5,5,6,Spiffy Blue,Green,Tongue,Pirate Hat,Laser,Toga,<none>
5926,https://img.dapperdinos.com/dinos/KYBBAv3sCimEAme.png,OG,5,5,6,Dapper Cyan,Green,Derpy,Dino Helmet,Chill Lashes,Pepe Jacket,<none>
5927,https://img.dapperdinos.com/dinos/Fq1T4uuZL1EpxpN.png,OG,5,5,4,Dashing Purple,Bones,Bubblegum Split,Spikes Diamond,<none>,<none>,<none>
5928,https://img.dapperdinos.com/dinos/mSIxCrPoPZMN7xw.png,OG,5,5,7,Snazzy Orange,Yellow Spotted,Tongue,Chefs Hat Bonehead,Mask Happy,Polo Tiger,Monocle
5929,https://img.dapperdinos.com/dinos/eqT0NNJlH5ylzQI.png,OG,5,5,6,Dapper Cyan,Grey Spotted,Happy,Bucket Hat,Hypno,Tshirt Camo,<none>
5930,https://img.dapperdinos.com/dinos/DEq5NvJFKfBNuiM.png,OG,5,5,7,Snazzy Orange,Yellow Spotted,Happy,Long Hair Red,Mask Hearts,Suit Dapper Blue,Monocle
5931,https://img.dapperdinos.com/dinos/JiWmdcfQNBX2Swq.png,OG,5,5,7,Spiffy Blue,Green,Happy,Cap Red Backwards,Mask Dead,Crew Neck Purple,Pearls
5932,https://img.dapperdinos.com/dinos/ikoOciOBRDVi3qk.png,OG,5,5,7,Spiffy Blue,Yellow,Happy,Cap Grey,Chill,Toga,Nosehorn
5933,https://img.dapperdinos.com/dinos/KniMaS9Mawdkyn4.png,OG,5,5,7,Crisp Green,Blue,Happy,Cap Red Backwards,Mask Happy,Suit Navy,Nosehorn Gold
5934,https://img.dapperdinos.com/dinos/uCCVxz01tjX2lJk.png,OG,5,5,7,Crisp Green,Charcoal,Tongue,Sombrero,Happy Lashes,Tshirt Camo,Monocle
5935,https://img.dapperdinos.com/dinos/aNwnE8UQVKqnF0I.png,OG,5,5,7,Nifty Yellow,Charcoal,Happy,Bonehead Silver,Allergies,Ascot,Sunglasses White
5936,https://img.dapperdinos.com/karmacollective/K29.png,Karma,5,6,7,Bakeroner Yellow 2,Green,Toothy Smile,Donut Bonehead,Cyclops,Polo Teal,<none>
5937,https://img.dapperdinos.com/dinos/XwSxfE08iOlOMSp.png,OG,5,5,5,Dapper Cyan,Grey,Happy,Fro,Chill,<none>,<none>
5938,https://img.dapperdinos.com/dinos/KIMCJKrwUO2RzJf.png,OG,5,5,7,Snazzy Orange,Charcoal,Tongue,Dino Grabber,Bliss Lashes,Varsity Jacket,3D Glasses
5939,https://img.dapperdinos.com/dinos/bf5DEVLF3XUpRfr.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Horns,Happy Lashes,Suit Navy,<none>
5940,https://img.dapperdinos.com/dinos/ge8luecOqVIYLTu.png,OG,5,5,7,Elegant Red,Grey,Grin,Pirate Hat,Hearts,Tracksuit Spotted,Monocle
5941,https://img.dapperdinos.com/dinos/XNbaRJSjmqT0yDA.png,OG,5,5,6,Spiffy Blue,Charcoal,Tongue,Dino Helmet Bonehead,Cyclops,Tshirt Camo,<none>
5942,https://img.dapperdinos.com/dinos/e7py6FZoJnkOPO0.png,OG,5,5,6,Nifty Yellow,Charcoal Spotted,Tongue,Crown,Mask Dead,Tiedye,<none>
5943,https://img.dapperdinos.com/dinos/Gxl2VAxdrYBba2R.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Fro,Bliss,Tiedye,<none>
5944,https://img.dapperdinos.com/dinos/wKmNQmZFUu4fkw8.png,OG,5,5,6,Dapper Cyan,Green,Tongue,Cap Camo,Chill,Polo Tiger,<none>
5945,https://img.dapperdinos.com/dinos/WXU6E8cN2dHgd4c.png,OG,5,5,6,Spiffy Blue,Charcoal,Happy,Rosies Red Bandana,Blush,Crew Neck Purple,<none>
5946,https://img.dapperdinos.com/dinos/jG0kaWtQMndQIZb.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Dino Grabber,Cyclops,Tshirt Stripe,<none>
5947,https://img.dapperdinos.com/dinos/e56mqujwU6RLFj6.png,OG,5,5,7,Nifty Yellow,Charcoal Spotted,Unimpressed,Horns,Bliss Lashes,Ascot,Wheat
5948,https://img.dapperdinos.com/dinos/cGDqMEHxziybTPf.png,OG,5,5,7,Fly Magenta,Teal,Two Tooth,Stars,Bliss Lashes,Tshirt Trex Grey,Nosehorn
5949,https://img.dapperdinos.com/dinos/Cs5ft4fZFylaxgI.png,OG,5,5,7,Crisp Green,Teal,Happy,Captain,Happy,Suspenders,Sunglasses
5950,https://img.dapperdinos.com/dinos/VT1nKUlMXEQ5CRR.png,OG,5,5,6,Crisp Green,Teal Spotted,Tongue,Fro,Hearts,Tracksuit Spotted,<none>
5951,https://img.dapperdinos.com/dinos/G2HwA8YRpdcctb8.png,OG,5,5,6,Elegant Red,Charcoal Spotted,Two Tooth Beard,Horns,Mask Happy,Labcoat,<none>
5952,https://img.dapperdinos.com/dinos/JVz8GSmB3bPQDyf.png,OG,5,5,7,Crisp Green,Green Spotted,Happy,Soldier,Chill,Suit Grey,Eyepatch
5953,https://img.dapperdinos.com/dinos/Wq9p26xE65ji1uj.png,OG,5,5,6,Crisp Green,Green Spotted,Two Tooth,Cycling Cap Bonehead,Mask Chill,Pirate,<none>
5954,https://img.dapperdinos.com/dinos/Cz5j8OeFjbRVlUe.png,OG,5,5,6,Nifty Yellow,Yellow,Happy Beard,Bowler Black,Mask Chill,Pepe Jacket,<none>
5955,https://img.dapperdinos.com/dinos/2BPJvtGnNbyxduq.png,OG,5,5,5,Crisp Green,Green Spotted,Toothy Smile,Bucket Hat,Mask Dead,<none>,<none>
5956,https://img.dapperdinos.com/dinos/5xNgQl2erHlwGA6.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,King Bonehead,Happy Lashes,Tiedye,<none>
5957,https://img.dapperdinos.com/dinos/ovblRvTMXrfbh0e.png,OG,5,5,6,Dapper Cyan,Green,Happy,Tophat Bonehead,Hearts,Varsity Jacket,<none>
5958,https://img.dapperdinos.com/dinos/vnmfnPXrwQ2CXGt.png,OG,5,5,7,Crisp Green,Charcoal Spotted,Happy,Soldier,Mask Happy,Suit Grey,Nosehorn
5959,https://img.dapperdinos.com/dinos/0sMGSwjLWVGadCo.png,OG,5,5,7,Crisp Green,Blue,Unimpressed,Motorcycle Helmet,Chill,Pirate,Wheat
5960,https://img.dapperdinos.com/dinos/ianNVaJH8OtCTeC.png,OG,5,5,6,Dapper Cyan,Green,Happy,Digger Hat,Bliss Lashes,Polo Tiger,<none>
5961,https://img.dapperdinos.com/dinos/WawAqgbkJzY76BV.png,OG,5,5,6,Spiffy Blue,Charcoal Spotted,Tongue,Cap Neon,Chill,Scarf,<none>
5962,https://img.dapperdinos.com/dinos/DiWMYzqbwA6uHkp.png,OG,5,5,6,Dapper Cyan,Yellow,Tongue,Cap Camo,Happy,Suit Navy,<none>
5963,https://img.dapperdinos.com/dinos/zsNhvFrRsQSMfUz.png,OG,5,5,6,Crisp Green,Grey Spotted,Tongue,Cap Camo,Bliss Lashes,Hoodie Yellow,<none>
5964,https://img.dapperdinos.com/dinos/OWkdne8UvgAINET.png,OG,5,5,7,Nifty Yellow,Charcoal,Happy,Spikes Gold,Happy Lashes,Scarf,Monocle
5965,https://img.dapperdinos.com/karmacollective/K507.png,Karma,5,6,8,Rich Tu Yellow,Green,Toothy Smile,Halo,Cyclops Lashes,Tshirt Camo,Nosehorn Gold
5966,https://img.dapperdinos.com/dinos/q9qgKar20UpIq8y.png,OG,5,5,6,Dapper Cyan,Green,Happy,Pirate Hat,Allergies,Pepe Jacket Tshirt,<none>
5967,https://img.dapperdinos.com/dinos/vRJhwR40uSplVil.png,OG,5,5,6,Dapper Cyan,Yellow Spotted,Happy,Sombrero,Mask Hearts,Varsity Jacket,<none>
5968,https://img.dapperdinos.com/karmacollective/K532.png,Karma,5,6,7,Bakeroner Green 2,Yellow Spotted,Happy,High Top Fade Halo,Happy,Tshirt Camo,<none>
5969,https://img.dapperdinos.com/karmacollective/K1.png,Karma,5,6,6,Rich Tu Pink,Green,Happy,Horns,Chill Lashes,<none>,<none>
5970,https://img.dapperdinos.com/dinos/2tWliqb3srSpjQR.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Bucket Hat,Happy,Suit Navy,<none>
5971,https://img.dapperdinos.com/dinos/jjMuTubgMkCpR7q.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,British,Happy Lashes,Flannel,<none>
5972,https://img.dapperdinos.com/dinos/ojEVADkr6FTiApS.png,OG,5,5,7,Nifty Yellow,Green,Two Tooth,Soldier,Bliss,Suit Grey,Sunglasses
5973,https://img.dapperdinos.com/dinos/1WlWRm2LxyEO6ky.png,OG,5,5,7,Dapper Cyan,Yellow,Happy,King Bonehead,Cyclops,Turtleneck,Chain
5974,https://img.dapperdinos.com/karmacollective/K377.png,Karma,5,6,7,Bakeroner Yellow 2,Yellow,Happy,Astronaut Helmet Closed,Happy Lashes,Ascot,<none>
5975,https://img.dapperdinos.com/dinos/eFqaCMyRTM2Puns.png,OG,5,5,7,Snazzy Orange,Blue Spotted,Two Tooth,Horns Broken,Happy,Ascot,Monocle
5976,https://img.dapperdinos.com/dinos/zuq1Bmlf448E2pY.png,OG,5,5,7,Nifty Yellow,Blue,Happy,Bonehead Holo,Hypno,Labcoat,Nosehorn
5977,https://img.dapperdinos.com/dinos/S6DrDbLAz3qCcy4.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Long Hair Blonde,Blush,Polo Pink,<none>
5978,https://img.dapperdinos.com/dinos/saVMX9HBzpRgK46.png,OG,5,5,6,Dapper Cyan,Yellow,Tongue,Karate,Cyclops Lashes,Polo Teal,<none>
5979,https://img.dapperdinos.com/dinos/nhq5WVKJEldBnZx.png,OG,5,5,6,Crisp Green,Yellow,Tongue,Spikes Bone,Mask Hearts,Varsity Jacket,<none>
5980,https://img.dapperdinos.com/dinos/6IJUZdMjutMbIzS.png,OG,5,5,6,Spiffy Blue,Green Spotted,Happy,Dino Helmet,Mask Dead,Polo Pink,<none>
5981,https://img.dapperdinos.com/dinos/k4MmobNmnY1WdAL.png,OG,5,5,6,Nifty Yellow,Blue Spotted,Derpy,Cowboy Hat,Hollow,Hoodie Yellow,<none>
5982,https://img.dapperdinos.com/dinos/7BGvlJNIKr5JNtR.png,OG,5,5,6,Nifty Yellow,Yellow Spotted,Grin,Donut,Mask Dead,Hoodie Grey,<none>
5983,https://img.dapperdinos.com/dinos/M7t7KrDYg2YZu9I.png,OG,5,5,7,Fly Magenta,Grey Spotted,Happy,Spikes Bone,Allergies,Scarf,Eyepatch
5984,https://img.dapperdinos.com/dinos/iXcrhZ9TUgR3FAX.png,OG,5,5,7,Crisp Green,Blue,Tongue,Grey Beanie,Happy Lashes,Ascot,Sunglasses
5985,https://img.dapperdinos.com/dinos/usPSi1acRCpMqJY.png,OG,5,5,7,Snazzy Orange,Yellow,Derpy,Fedora,Allergies,Basketball Jersey,Nosehorn
5986,https://img.dapperdinos.com/karmacollective/K108.png,Karma,5,6,8,Rich Tu Pink,Teal,Happy,Digger Hat,Bliss Lashes,Cowboy Vest,Nosehorn Gold
5987,https://img.dapperdinos.com/dinos/VPx5geZydK66lSh.png,OG,5,5,7,Crisp Green,Blue,Unimpressed,Digger Hat Bonehead,Cyclops Lashes,Suspenders,Wheat
5988,https://img.dapperdinos.com/dinos/HqITHJsGKM86wm0.png,OG,5,5,6,Nifty Yellow,Yellow Spotted,Two Tooth,Cowboy Hat,Mask Dead,Chef,<none>
5989,https://img.dapperdinos.com/dinos/vbjkNgQxIRgEn2U.png,OG,5,5,7,Spiffy Blue,Yellow,Happy,Cap Neon,Hollow,Turtleneck,Chain
5990,https://img.dapperdinos.com/karmacollective/K157.png,Karma,5,6,8,Rich Tu Purple,Yellow,Toothy Smile,Captain,Chill,Chef,Nosehorn Gold
5991,https://img.dapperdinos.com/dinos/Lsb6naowG96UK21.png,OG,5,5,7,Nifty Yellow,Blue Spotted,Happy,Long Hair Red,Happy,Scarf,Eyepatch
5992,https://img.dapperdinos.com/dinos/REdUakBKwGriKdt.png,OG,5,5,7,Fly Magenta,Lava,Happy,Pirate Hat,Mask Chill,Tshirt Black,Nosehorn Gold
5993,https://img.dapperdinos.com/dinos/HWm9OWiqBjM0OyB.png,OG,5,5,5,Dapper Cyan,Teal,Happy,High Top Fade,Cyclops,<none>,<none>
5994,https://img.dapperdinos.com/dinos/75e46L3HUaIsmQb.png,OG,5,5,5,Spiffy Blue,Blue,Happy,<none>,Popped Dead,Cyberpunk Jacket,<none>
5995,https://img.dapperdinos.com/dinos/UNzqR9GgRb18D38.png,OG,5,5,7,Snazzy Orange,Grey,Derpy,Cycling Cap Bonehead,Blush,Pepe Jacket,3D Glasses
5996,https://img.dapperdinos.com/dinos/VC5yZLZOh258NN7.png,OG,5,5,6,Spiffy Blue,Grey Spotted,Derpy,Dino Helmet,Happy,Polo Tiger,<none>
5997,https://img.dapperdinos.com/karmacollective/K301.png,Karma,5,6,8,Bakeroner Yellow 1,Green,Tongue,Horns Broken,Chill Lashes,Spiked Jacket,3D Glasses
5998,https://img.dapperdinos.com/dinos/t2JlbebPg6wznAC.png,OG,5,5,6,Crisp Green,Yellow Spotted,Grin,Wizard Hat,Cyclops Lashes,Tiedye,<none>
5999,https://img.dapperdinos.com/dinos/Grp7Z6EIiLo4Omu.png,OG,5,5,7,Elegant Red,Grey Spotted,Unimpressed,Crown,Mask Happy,Scarf,Wheat
6000,https://img.dapperdinos.com/dinos/C9at16hpAOoeovL.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Cap Grey,Happy Lashes,Cowboy Vest,<none>
6001,https://img.dapperdinos.com/dinos/Flf3kJeNApDTvRy.png,OG,5,5,6,Spiffy Blue,Blue Spotted,Grin,Digger Hat,Happy,Cowboy Vest,<none>
6002,https://img.dapperdinos.com/dinos/PouRxcQiQ8WHKaW.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Dino Helmet,Cyclops,Pepe Jacket,<none>
6003,https://img.dapperdinos.com/dinos/k1fZ855FZ5n4Gu8.png,OG,5,5,6,Crisp Green,Grey Spotted,Grin,Horns,Chill Lashes,Suspenders,<none>
6004,https://img.dapperdinos.com/dinos/4qHeiMMHY00TprU.png,OG,5,5,3,Fly Magenta,Bubblegum,Bubblegum Split,<none>,<none>,<none>,<none>
6005,https://img.dapperdinos.com/dinos/Xg8gvut8ofDvbkX.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Tongue,Jiangshi,Cyclops,Varsity Jacket,<none>
6006,https://img.dapperdinos.com/dinos/xSsVfavWfFAEd46.png,OG,5,5,7,Snazzy Orange,Blue,Happy,Long Hair Brown,Bliss Lashes,Crew Neck Pink,Nosehorn Gold
6007,https://img.dapperdinos.com/dinos/qqp9svNFFsjisXr.png,OG,5,5,7,Fly Magenta,Green Spotted,Unimpressed,Bowler Black,Hypno,Suit Dapper Blue,Eyepatch
6008,https://img.dapperdinos.com/dinos/x1UbBp0M9i8Y3Z8.png,OG,5,5,6,Dapper Cyan,Yellow,Tongue,King Bonehead,Bliss Lashes,Pirate,<none>
6009,https://img.dapperdinos.com/dinos/aBBdqiEvZ43JJHn.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Cap Grey,Blush,Cowboy Vest,<none>
6010,https://img.dapperdinos.com/dinos/5jLTFvIB6usE10H.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Bucket Hat,Popped Hearts,Tshirt Stripe,<none>
6011,https://img.dapperdinos.com/dinos/MtCwhNIz5ZtDy7F.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Pirate Hat,Chill Lashes,Tiedye,<none>
6012,https://img.dapperdinos.com/dinos/5HwxwE7lNmUTGIU.png,OG,5,5,7,Spiffy Blue,Blue Spotted,Happy,High Top Fade Halo,Happy Lashes,Turtleneck,Chain
6013,https://img.dapperdinos.com/dinos/qMOG3zcG6ssueHU.png,OG,5,5,6,Dapper Cyan,Green Spotted,Tongue,Horns,Happy,Pepe Jacket Tshirt,<none>
6014,https://img.dapperdinos.com/dinos/aUZ0PzeTUc9PoAL.png,OG,5,5,7,Spiffy Blue,Yellow,Happy,Tophat Bonehead,Blush,Pepe Jacket Tshirt,3D Glasses
6015,https://img.dapperdinos.com/dinos/EHaeGu7uILzNx8o.png,OG,5,5,7,Nifty Yellow,Teal Spotted,Happy,Donut Horns,Mask Chill,Ascot,Nosehorn
6016,https://img.dapperdinos.com/dinos/mLwdKWR1CzQZbMA.png,OG,5,5,6,Spiffy Blue,Blue Spotted,Toothy Smile,Cowboy Hat,Chill,Scarf,<none>
6017,https://img.dapperdinos.com/dinos/Q22kPuroW0Igq2P.png,OG,5,5,6,Crisp Green,Blue,Derpy,Cap Grey,Hollow,Robe,<none>
6018,https://img.dapperdinos.com/dinos/lVr3cYDyMLSlW0P.png,OG,5,5,6,Spiffy Blue,Green,Derpy,Cycling Cap,Cyclops Lashes,Robe,<none>
6019,https://img.dapperdinos.com/dinos/X096pzkqYO0376M.png,OG,5,5,6,Dapper Cyan,Green Spotted,Happy,Tophat,Blush,Pepe Jacket Tshirt,<none>
6020,https://img.dapperdinos.com/dinos/vWemdJrj5B3OUk3.png,OG,5,5,6,Snazzy Orange,Charcoal,Toothy Smile,High Top Fade Stars,Allergies,<none>,Chain
6021,https://img.dapperdinos.com/dinos/QGEfCD5JfqcEKDc.png,OG,5,5,6,Spiffy Blue,Yellow,Tongue,Spikes Glass,Happy Lashes,Tiedye,<none>
6022,https://img.dapperdinos.com/dinos/l8PVKkeNJTxi3up.png,OG,5,5,6,Spiffy Blue,Blue,Derpy,Jiangshi,Cyclops,Polo Pink,<none>
6023,https://img.dapperdinos.com/dinos/GKsSClntC3d196F.png,OG,5,5,6,Nifty Yellow,Charcoal Spotted,Derpy,Brain,Hearts,Chef,<none>
6024,https://img.dapperdinos.com/dinos/8IERTUrkA4WG5Va.png,OG,5,5,7,Snazzy Orange,Green Spotted,Tongue,Bowler Black Emblem,Bliss,Suit Dapper Grey,Monocle
6025,https://img.dapperdinos.com/dinos/4vekxnP7glY1Vj2.png,OG,5,5,7,Crisp Green,Charcoal,Happy,Bucket Hat,Mask Dead,Suit Navy,Sunglasses White
6026,https://img.dapperdinos.com/dinos/TGaGPT3NFbD2cL1.png,OG,5,5,7,Spiffy Blue,Yellow,Happy,Cap Camo,Happy Lashes,Basketball Jersey,Sunglasses White
6027,https://img.dapperdinos.com/dinos/RMu1kgI6DoY0eSb.png,OG,5,5,7,Crisp Green,Grey,Happy,Pirate Hat,Hypno,Suit Grey,Nosehorn Gold
6028,https://img.dapperdinos.com/dinos/sO44lSSa0JjVPPD.png,OG,5,5,7,Crisp Green,Yellow,Happy,Sombrero,Mask Chill,Tracksuit Spotted,Nosehorn Gold
6029,https://img.dapperdinos.com/dinos/SuQeRi5kNFzkebP.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Bowler Black,Happy Lashes,Cowboy Vest,<none>
6030,https://img.dapperdinos.com/dinos/MphBUKfM54dhmaK.png,OG,5,5,6,Dapper Cyan,Green,Happy,Chefs Hat Bonehead,Happy Lashes,Suit Dapper Blue,<none>
6031,https://img.dapperdinos.com/dinos/L9z7oQ5N2TxA2pR.png,OG,5,5,6,Dapper Cyan,Teal,Happy,Bowler Black,Bliss,Suit Navy,<none>
6032,https://img.dapperdinos.com/dinos/lpEKfcx9yBHTsdb.png,OG,5,5,7,Fly Magenta,Yellow,Unimpressed,Stars,Hypno,Chef,Nosehorn Gold
6033,https://img.dapperdinos.com/dinos/e2irsTVR1FqObBK.png,OG,5,5,6,Dapper Cyan,Green,Tongue,Karate,Bliss Lashes,Tracksuit Spotted,<none>
6034,https://img.dapperdinos.com/dinos/wiftJDBijBLQyWb.png,OG,5,5,7,Nifty Yellow,Charcoal Spotted,Happy,King,Popped Dots,Suit Grey,Nosehorn
6035,https://img.dapperdinos.com/dinos/ZWnGqsl7Dxmsp4k.png,OG,5,5,7,Spiffy Blue,Charcoal,Happy,Stars,Mask Chill,Polo Tiger,3D Glasses
6036,https://img.dapperdinos.com/dinos/n7uvvU1CHRfKbcY.png,OG,5,5,7,Fly Magenta,Charcoal,Unimpressed,Chefs Hat Bonehead,Blush,Polo Pink,Nosehorn
6037,https://img.dapperdinos.com/dinos/IWihflt3eGUh0KN.png,OG,5,5,6,Spiffy Blue,Yellow,Two Tooth,Pirate Hat,Mask Hypno,Scarf,<none>
6038,https://img.dapperdinos.com/dinos/bdbYuS7HTY2WFxh.png,OG,5,5,6,Snazzy Orange,Yellow,Unimpressed,Spikes Gold,Cyclops,Suit Navy,<none>
6039,https://img.dapperdinos.com/dinos/rKhCXLOnCNG7715.png,OG,5,5,7,Crisp Green,Yellow,Happy,Cap Grey,Mask Hearts,Polo Tiger,Nosehorn
6040,https://img.dapperdinos.com/dinos/jjHB2XtRLrmk2UG.png,OG,5,5,7,Nifty Yellow,Charcoal Spotted,Unimpressed,Rosies Red Bandana,Chill Lashes,Spiked Jacket,Pipe
6041,https://img.dapperdinos.com/dinos/0wH5i6jEeAV0eGO.png,OG,5,5,6,Crisp Green,Green Spotted,Grin,High Top Fade,Bliss Lashes,Toga,<none>
6042,https://img.dapperdinos.com/dinos/3oLcF9tsHbJvu4x.png,OG,5,5,6,Crisp Green,Blue,Grin,Wizard Hat,Chill,Turtleneck,<none>
6043,https://img.dapperdinos.com/dinos/p7QSM8QMd82EpeL.png,OG,5,5,7,Fly Magenta,Charcoal,Derpy,Wizard Hat,Happy,Tshirt Trex White,Eyepatch
6044,https://img.dapperdinos.com/dinos/0aBlA1BZK87xtSN.png,OG,5,5,6,Dapper Cyan,Green Spotted,Happy,Bowler Black Emblem,Hypno,Tshirt Camo,<none>
6045,https://img.dapperdinos.com/dinos/4rT250wJ0JMse5O.png,OG,5,5,6,Spiffy Blue,Green Spotted,Happy,British,Mask Hypno,Suspenders,<none>
6046,https://img.dapperdinos.com/dinos/kYABcZoiZ3dvWTy.png,OG,5,5,6,Nifty Yellow,Green Spotted,Unimpressed,Cap Red Backwards,Bliss Lashes,Suit Navy,<none>
6047,https://img.dapperdinos.com/dinos/jOF4JB7pwjYpgUE.png,OG,5,5,7,Nifty Yellow,Green,Unimpressed,Grey Beanie,Mask Hypno,Tshirt Camo,Wheat
6048,https://img.dapperdinos.com/dinos/z4TkoIzdLmQz3fj.png,OG,5,5,6,Dapper Cyan,Green,Happy,British,Hollow,Pepe Jacket Tshirt,<none>
6049,https://img.dapperdinos.com/dinos/JY1IVwfOPJINaFz.png,OG,5,5,6,Dapper Cyan,Grey,Two Tooth,Pirate Hat,Happy Lashes,Varsity Jacket,<none>
6050,https://img.dapperdinos.com/dinos/ADDZN4GoWSAAJuw.png,OG,5,5,5,Nifty Yellow,Blue,Two Tooth Beard,Soldier,Blush,<none>,<none>
6051,https://img.dapperdinos.com/dinos/hHpVDXeRMDGShtN.png,OG,5,5,7,Elegant Red,Grey Spotted,Grin,Bowler Black Emblem,Happy Lashes,Suspenders,Sunglasses White
6052,https://img.dapperdinos.com/dinos/sLPRCL56GZkpel8.png,OG,5,5,7,Snazzy Orange,Yellow Spotted,Unimpressed,Bucket Hat,Mask Chill,Turtleneck,Pipe
6053,https://img.dapperdinos.com/dinos/gbmZFZ5BS1z0gzd.png,OG,5,5,7,Crisp Green,Charcoal,Happy,High Top Fade Halo,Happy Lashes,Suit Grey,Nosehorn
6054,https://img.dapperdinos.com/dinos/5PkUaO5AXZlilgY.png,OG,5,5,7,Snazzy Orange,Grey,Unimpressed,Tophat Bonehead,Bliss,Crew Neck Pink,Wheat
6055,https://img.dapperdinos.com/dinos/OZBiifb2cjAMRMm.png,OG,5,5,6,Nifty Yellow,Teal Spotted,Derpy,Grey Beanie,Hypno,Pepe Jacket,<none>
6056,https://img.dapperdinos.com/dinos/5liV9825KFYgVCP.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Bonehead Silver,Hypno,Suit Dapper Grey,<none>
6057,https://img.dapperdinos.com/dinos/7AlRkqodgDWl1xA.png,OG,5,5,6,Dapper Cyan,Yellow Spotted,Happy,Dino Helmet Bonehead,Mask Chill,Hoodie Yellow,<none>
6058,https://img.dapperdinos.com/dinos/ndusdY5DvaGNFqZ.png,OG,5,5,7,Nifty Yellow,Grey,Happy,Bonehead,Hearts,Polo Pink,Nosehorn Gold
6059,https://img.dapperdinos.com/dinos/au09eqKvftk1xqg.png,OG,5,5,7,Snazzy Orange,Blue,Tongue,Fro Sparkle,Blush,Varsity Jacket,Sunglasses White
6060,https://img.dapperdinos.com/dinos/ikl6CLdBvsXvxmK.png,OG,5,5,6,Crisp Green,Charcoal Spotted,Grin,Brain,Chill,Basketball Jersey,<none>
6061,https://img.dapperdinos.com/dinos/5RWoid5lvHijQOC.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Horns,Popped Dots,Pepe Jacket,<none>
6062,https://img.dapperdinos.com/dinos/eCHOXTtbLNnUoBv.png,OG,5,5,6,Spiffy Blue,Yellow,Tongue,Pirate Hat,Laser,Polo Pink,<none>
